"ID","NAME","COUNTRY","SUBREGION","LOCATION","YEAR","ADJ_TOTAL_DAMAGE"
"2008-0338-JAM","Tropical Storm ""Fay""","Jamaica","Latin America and the Caribbean","Clarendon, Hanover, Manchester, Portland, Saint Andrew And Kingston, Saint Ann, Saint Catherine, Saint Elizabeth, Saint James, Saint Mary, Saint Thomas, Trelawny, Westmoreland provinces",2008,NA
"2008-0338-USA","Tropical Storm ""Fay""","United States of America","Northern America","Florida, Georgia, Alabama, Mississippi provinces",2008,254.741
"2008-0352-BHS","Hurricane ""Gustav""","Bahamas","Latin America and the Caribbean",NA,2008,NA
"2008-0352-CUB","Hurricane ""Gustav""","Cuba","Latin America and the Caribbean","Island of Youth, Pinar del Rio, Havana, Matanzas provinces",2008,2932.348
"2008-0352-CYM","Hurricane ""Gustav""","Cayman Islands","Latin America and the Caribbean","Grand Cayman, Little Cayman, Cayman Brac provinces",2008,NA
"2008-0352-DOM","Hurricane ""Gustav""","Dominican Republic","Latin America and the Caribbean","Santo Domingo province",2008,NA
"2008-0352-HTI","Hurricane ""Gustav""","Haiti","Latin America and the Caribbean","Sud Est, Sud, Nippes, Ouest, Grande Anse, Artibonite, Centre provinces",2008,NA
"2008-0352-JAM","Hurricane ""Gustav""","Jamaica","Latin America and the Caribbean","Saint Catherine, Saint Andrew And Kingston, Portland, Saint Thomas, Saint Mary provinces",2008,93.685
"2008-0352-TCA","Hurricane ""Gustav""","Turks and Caicos Islands","Latin America and the Caribbean","Grand Turk, Middle Caicos, North Caicos, Providenciales and West Caicos, Salt City, South and East Caicos provinces",2008,NA
"2008-0352-USA","Hurricane ""Gustav""","United States of America","Northern America","Louisiana, Mississippi, Texas, Alabama provinces",2008,9906.582
"2008-0378-DOM","Hurricane 'Hanna'","Dominican Republic","Latin America and the Caribbean","Monte Cristi, Puerto Plata provinces",2008,NA
"2008-0378-HTI","Hurricane 'Hanna'","Haiti","Latin America and the Caribbean","Gonaives, Saint-Marc, Gros Morne districts (Artibonite province), Port-au-Prince district (Ouest province), Sud, Nord, Sud Est, Nippes provinces",2008,NA
"2008-0378-TCA","Hurricane 'Hanna'","Turks and Caicos Islands","Latin America and the Caribbean","Providenciales and West Caicos province",2008,NA
"2008-0378-USA","Hurricane 'Hanna'","United States of America","Northern America","Florida, North Carolina, Maryland provinces",2008,226.436
"2008-0384-BHS","Hurricane Ike","Bahamas","Latin America and the Caribbean","Great Inagua, Mayaguana, Acklins, Crooked, Raaged Islands (Administrative unit not available)",2008,NA
"2008-0384-CUB","Hurricane Ike","Cuba","Latin America and the Caribbean","Guantanamo, Santiago de Cuba, Camaguey, Holguín, Granma, Las Tunas, Ciego de Avila, Sancti Spiritus, Villa Clara, La Habana, Ciudad de la Habana, Pinar del Rio, Isla de le Juventud, Matanzas provinces",2008,2122.839
"2008-0384-HTI","Hurricane Ike","Haiti","Latin America and the Caribbean","Gonaives district (Artibonite province)",2008,NA
"2008-0384-TCA","Hurricane Ike","Turks and Caicos Islands","Latin America and the Caribbean","Grand Turk province",2008,707.613
"2008-0384-USA","Hurricane Ike","United States of America","Northern America","Galveston, Brazoria, Harris, Chambers, Jefferson districts (Texas province), Louisiana, Tennessee, Arkansas, Ohio, Indiana, Illinois, Missouri, Kentucky, Pennsylvania, Michigan provinces",2008,42456.782
"2008-0514-CUB","Hurricane Paloma","Cuba","Latin America and the Caribbean","Santa Cruz del Sur, Najasa, Guáimaro (Camaguey province), Amancio Rodriguez (Las Tunas province), Sancti Spirtitus, Ciego de Avila, Granma provinces",2008,NA
"2008-0514-CYM","Hurricane Paloma","Cayman Islands","Latin America and the Caribbean","Cayman Brac, Little Cayman provinces",2008,NA
"2008-0604-ATG","Hurricane ""Omar""","Antigua and Barbuda","Latin America and the Caribbean","All country affected (no more data)",2008,NA
"2008-0604-KNA","Hurricane ""Omar""","Saint Kitts and Nevis","Latin America and the Caribbean",NA,2008,NA
"2009-0342-CAN","Hurricane Bill","Canada","Northern America","Nova Scotia, Newfoundland and Labrador provinces",2009,NA
"2009-0342-USA","Hurricane Bill","United States of America","Northern America","Maine province",2009,NA
"2009-0384-MEX","Hurricane Jimena","Mexico","Latin America and the Caribbean","Loreto district (Zacatecas province), Comondu, Mulege, Baja California Sur districts (Baja California Sur province)",2009,56.811
"2009-0477-MEX","Hurricane ""Ida""","Mexico","Latin America and the Caribbean","Tabasco province",2009,NA
"2009-0477-NIC","Hurricane ""Ida""","Nicaragua","Latin America and the Caribbean","Atlantico Sur, Atlantico Norte provinces",2009,NA
"2009-0477-SLV","Hurricane ""Ida""","El Salvador","Latin America and the Caribbean","San Vicente, San Salvador, Cabanas, Cuscatlan, La Paz, La Libertad, Usulutan provinces",2009,1333.639
"2009-0477-USA","Hurricane ""Ida""","United States of America","Northern America","Kent, Sussex districts (Delaware province), Atlantic, Burlington, Cape May, Cumberland, Monmouth, Ocean districts (New Jersey province), Virginia, New York, North Carolina, Pennsylvannia provinces",2009,852.165
"2010-0211-GTM","Hurricane 'Agatha'","Guatemala","Latin America and the Caribbean","Guatemala district (Guatemala province), Alta Verapaz, El Progreso, Zacapa, Izabal, Sololá, Quetzaltenango, Retalhuleu, Suchitepéquez, Sacatepéque, Escuintla, Totonicapan, Huethuetenango, Quiché provinces",2010,908.283
"2010-0211-HND","Hurricane 'Agatha'","Honduras","Latin America and the Caribbean","Copan, Santa Barbara, Cortes, Yoro, Paraiso, Francisco Morazan, Choluteca, Valle, La Paz, Intibuca, Lempira, Ocotepeque, Comayagua provinces",2010,125.762
"2010-0211-SLV","Hurricane 'Agatha'","El Salvador","Latin America and the Caribbean","San Salvador, Sonsonate, Ahuachapan, La Libertad provinces",2010,27.947
"2010-0260-GTM","Tropical storm ""Alex""","Guatemala","Latin America and the Caribbean","Santa Lucía Utatlán district (Solola province), Suchitepéquez, San Marcos, Jutiapa provinces",2010,NA
"2010-0260-MEX","Tropical storm ""Alex""","Mexico","Latin America and the Caribbean","Nuevo Leon, Coahuila, Tamaulipas, Oaxaca provinces",2010,2794.717
"2010-0260-NIC","Tropical storm ""Alex""","Nicaragua","Latin America and the Caribbean","Atlantico Norte province",2010,NA
"2010-0260-SLV","Tropical storm ""Alex""","El Salvador","Latin America and the Caribbean","San Miguel province",2010,NA
"2010-0426-MEX","Hurricane Frank","Mexico","Latin America and the Caribbean","Oaxaca, Tabasco, Veracruz provinces",2010,NA
"2010-0468-ATG","Hurricane Earl","Antigua and Barbuda","Latin America and the Caribbean","All country affected (no data)",2010,17.607
"2010-0468-USA","Hurricane Earl","United States of America","Northern America","North Carolina, Virginia, Maryland, Massachusetts, Rhode Island provinces",2010,139.736
"2010-0494-MEX","Hurricane 'Karl'","Mexico","Latin America and the Caribbean","Campeche, Veracruz, Tabasco, Puebla provinces",2010,5449.698
"2010-0501-JAM","Tropical storm 'Nicole'","Jamaica","Latin America and the Caribbean","Clarendon, Saint Catherine, Saint James, Hanover, Saint Mary, Saint Elizabeth, Saint Ann, Saint Andrew And Kingston, Westmoreland provinces",2010,209.604
"2010-0503-BLZ","Tropical storm Matthew","Belize","Latin America and the Caribbean","Toledo, Stann Creek provinces",2010,NA
"2010-0503-GTM","Tropical storm Matthew","Guatemala","Latin America and the Caribbean","Peten, Isabel, Suchitepequez, Huehuetenango, El Progreso provinces",2010,NA
"2010-0503-HND","Tropical storm Matthew","Honduras","Latin America and the Caribbean","Paraiso, Atlantida, Islas De Bahia, Colon, Yoro, Gracias A Dios, Comayagua provinces",2010,NA
"2010-0503-MEX","Tropical storm Matthew","Mexico","Latin America and the Caribbean","Chiapas, Veracruz, Tabasco, Oaxaca, Nuevo León provinces",2010,NA
"2010-0503-NIC","Tropical storm Matthew","Nicaragua","Latin America and the Caribbean","Atlantico Norte, Atlantico Sur, Boaco, Carazo, Chinandega, Chontales, Esteli, Granada, Jinotega, Leon, Madriz, Managua, Masaya, Matagalpa, Nueva Segovia, Rio San Juan, Rivas provinces",2010,NA
"2010-0503-SLV","Tropical storm Matthew","El Salvador","Latin America and the Caribbean","Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces",2010,NA
"2010-0503-VEN","Tropical storm Matthew","Venezuela (Bolivarian Republic of)","Latin America and the Caribbean","Distrito Capital, Sucre provinces",2010,NA
"2010-0522-USA","Tropical storm Hermine","United States of America","Northern America","Texas province",2010,335.366
"2010-0571-BRB","Hurricane Tomas","Barbados","Latin America and the Caribbean","St. John, St. Andrew, St. Joseph, St. Michael, St. George provinces",2010,NA
"2010-0571-DOM","Hurricane Tomas","Dominican Republic","Latin America and the Caribbean","Azua, Baoruco, Barahona, Dajabon, Distrito Nacional, Duarte, El Seibo, Elias Pina, Espaillat, Hato Mayor, Independencia, La Altagracia, La Romana, La Vega, Maria Trinidad Sanches, Monsenor Nouel, Monte Cristi, Monte Plata, Pedernales, Peravia, Puerto Plata, Salcedo, Samana, San Cristobal, San José de Ocoa, San Juan, San Pedro de Macoris, Sanchez Ramirez, Santiago, Santiago Rodriguez, Santo Domingo, Valverde provinces",2010,NA
"2010-0571-HTI","Hurricane Tomas","Haiti","Latin America and the Caribbean","Port-au-Prince, Leogane districts (Ouest province), Cayes district (Sud province), Jacmel district (Sud Est province), Grande Anse province",2010,NA
"2010-0571-LCA","Hurricane Tomas","Saint Lucia","Latin America and the Caribbean","Region Number 1, Region Number 2, Region Number 8 provinces",2010,0.699
"2010-0571-VCT","Hurricane Tomas","Saint Vincent and the Grenadines","Latin America and the Caribbean","Charlotte, Grenadines, Saint Andrew, Saint David, Saint George, Saint Patrick provinces",2010,34.934
"2011-0228-MEX","Tropical storm ""Beatrix""","Mexico","Latin America and the Caribbean","Guerrero, Colima, Jalisco, Michoacan, Oaxaca provinces",2011,NA
"2011-0241-MEX","Tropical Storm ""Arlene""","Mexico","Latin America and the Caribbean","Isla, Tamalin, Tamiahua, Tampico Alto districts (Veracruz province)",2011,94.822
"2011-0267-GTM","Tropical storm ""Dora""","Guatemala","Latin America and the Caribbean","Petén province",2011,NA
"2011-0267-MEX","Tropical storm ""Dora""","Mexico","Latin America and the Caribbean","Guerrero, Oaxaca provinces",2011,NA
"2011-0303-DOM","Tropical storm ""Emily""","Dominican Republic","Latin America and the Caribbean","Azua, Baoruco, Barahona, Dajabon, Distrito Nacional, Duarte, El Seibo, Elias Pina, Espaillat, Hato Mayor, Independencia, La Altagracia, La Romana, La Vega, Maria Trinidad Sanches, Monsenor Nouel, Monte Cristi, Monte Plata, Pedernales, Peravia, Puerto Plata, Salcedo, Samana, San Cristobal, San José de Ocoa, San Juan, San Pedro de Macoris, Sanchez Ramirez, Santiago, Santiago Rodriguez, Santo Domingo, Valverde provinces",2011,NA
"2011-0303-HTI","Tropical storm ""Emily""","Haiti","Latin America and the Caribbean","Sud province",2011,NA
"2011-0303-MTQ","Tropical storm ""Emily""","Martinique","Latin America and the Caribbean","Fort-de-France, La Trinite, Saint-Pierre, Le Marin provinces",2011,NA
"2011-0303-PRI","Tropical storm ""Emily""","Puerto Rico","Latin America and the Caribbean","Aguadilla, Arecibo, Bayamon, Guayama, Humacao, Mayaguez, Ponce, San Juan provinces",2011,NA
"2011-0328-BHS","Hurricane Irene","Bahamas","Latin America and the Caribbean",NA,2011,54.184
"2011-0328-CAN","Hurricane Irene","Canada","Northern America","New Brunswick,Nova Scotia, Prince Edward Island provinces",2011,NA
"2011-0328-DOM","Hurricane Irene","Dominican Republic","Latin America and the Caribbean","San José de Ocoa, Peravia, San Cristobal, Santo Domingo provinces",2011,40.638
"2011-0328-HTI","Hurricane Irene","Haiti","Latin America and the Caribbean","Nord province",2011,NA
"2011-0328-PRI","Hurricane Irene","Puerto Rico","Latin America and the Caribbean","Aguadilla, Arecibo, Bayamon, Guayama, Humacao, Mayaguez, Ponce, San Juan provinces",2011,677.298
"2011-0328-USA","Hurricane Irene","United States of America","Northern America","New York, New Jersey, Pennsylvania, North Carolina, Virginia, Maryland, District of Columbia, Connecticut, Florida provinces",2011,9888.551
"2011-0385-MEX","Hurricane Jova","Mexico","Latin America and the Caribbean","Puerto Vallarta district (Jalisco province), Manzanillo district (Colima province), Michoacan, Nayarit provinces",2011,37.522
"2011-0432-DMA","Tropical storm Orphelia","Dominica","Latin America and the Caribbean","Canefield, Massacre, Mahaut, Cochrane, Campbell villages (St. Paul province), Coulibistrie village (St. Joseph province)",2011,NA
"2011-0456-USA","Tropical Storm Lee","United States of America","Northern America","Louisiana, Mississippi, Alabama, Texas, New York, Pennsylvania, District of Columbia, Georgia, Maryland, Tennessee, Virginia provinces",2011,1015.947
"2011-0460-MEX","Hurricane Nate","Mexico","Latin America and the Caribbean","Tabasco province",2011,NA
"2012-0176-USA","Tropical storm Debby","United States of America","Northern America","Bay, Calhoun, Escambia, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Leon, Liberty, Madison, Okaloosa, Santa Rosa, Taylor, Wakulla, Walton, Washington, Brevard, Citrus, Hardee, Hernando, Hillsborough, Indian River, Lake, Manatee, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Volusia districts",2012,278.698
"2012-0276-MEX","Ernesto","Mexico","Latin America and the Caribbean","Tabasco, Veracruz, Guerrero, Quintana Roo, Puebla, Oaxaca provinces",2012,398.14
"2012-0313-CUB","Hurricane Isaac","Cuba","Latin America and the Caribbean","Gantanamo, Santiago de Cuba, Granma; Holguin, Las Tunas, Camagüey provinces",2012,NA
"2012-0313-DOM","Hurricane Isaac","Dominican Republic","Latin America and the Caribbean","Azua, Monte Plata, Sanchez Ramirez, Barahona, San José de Ocoa provinces",2012,NA
"2012-0313-HTI","Hurricane Isaac","Haiti","Latin America and the Caribbean","Grande-Anse, Sud, Sud Est, Artibonite, Ouest provinces",2012,NA
"2012-0313-PRI","Hurricane Isaac","Puerto Rico","Latin America and the Caribbean","Aguadilla, Arecibo, Bayamon, Guayama, Humacao, Mayaguez, Ponce, San Juan provinces",2012,NA
"2012-0313-USA","Hurricane Isaac","United States of America","Northern America","Mississippi, Louisiana provinces",2012,2654.266
"2012-0401-MEX","Hurricane Carlotta","Mexico","Latin America and the Caribbean","Puerto Escondido city (Dist. Pochutla district, Oaxaca province)",2012,736.559
"2012-0410-BHS","Hurricane Sandy","Bahamas","Latin America and the Caribbean",NA,2012,NA
"2012-0410-CUB","Hurricane Sandy","Cuba","Latin America and the Caribbean","Santiago de Cuba, San Luis, Palma Soriano, Mella, Contramaestre, Segundo Frente, Tercer Frente, Songo - La Maya, Guama districts (Santiago de Cuba province), Rafael Freyre, Banes, Antilla, Baganos, Holguín, Calixto Garcia, Cacocum, Urbano Noris, Cueto, Mayari, Frank pais, Sagua de Tanamo, Moa, Jibara districts (Holguín province), Guantanamo province",2012,NA
"2012-0410-DOM","Hurricane Sandy","Dominican Republic","Latin America and the Caribbean","Azua, Barahona, San Cristobal, Santo Domingo, Duarte, Monte Plata, Peravia, San Juan, San José de Ocoa, Distrito Nacional provinces",2012,39.814
"2012-0410-HTI","Hurricane Sandy","Haiti","Latin America and the Caribbean","Ouest, Sud, Grande Anse, Nippes, Sud Est, Artibonite provinces",2012,337.092
"2012-0410-JAM","Hurricane Sandy","Jamaica","Latin America and the Caribbean","Clarendon, Hanover, Manchester, Portland, Saint Andrew And Kingston, Saint Ann, Saint Catherine, Saint Elizabeth, Saint Mary, Saint Thomas, Trelawny, Westmoreland provinces",2012,21.953
"2012-0410-USA","Hurricane Sandy","United States of America","Northern America","New York, New Jersey, Pennsylvania, Connecticut, Ohio, Delaware, Rhode Island, Maryland, Massachusetts, Maine, New Hampshire, North Carolina, Vermont, Virginia, District of Columbia, West Virginia provinces",2012,66356.661
"2013-0188-MEX","Hurricane Barbara","Mexico","Latin America and the Caribbean","Chiapas, Oaxaca provinces",2013,NA
"2013-0335-MEX","Tropical storm Fernand","Mexico","Latin America and the Caribbean","Yecuatla, Tuxpan, Atzalan districts (Veracruz province), Oaxaca province",2013,2.616
"2013-0358-MEX","Hurricane Manuel","Mexico","Latin America and the Caribbean","Guerrero, Oaxaca, Jalisco, Michoacan, Sinaloa provinces",2013,5493.489
"2013-0406-MEX","Hurricane Ingrid","Mexico","Latin America and the Caribbean","Veracruz, Hidalgo, Puebla provinces",2013,1961.96
"2014-0183-GTM","Boris","Guatemala","Latin America and the Caribbean","Alta Verapaz, Huehuetenango, Petén, Quiché, San Marcos provinces",2014,NA
"2014-0183-MEX","Boris","Mexico","Latin America and the Caribbean","Chiapas, Oaxaca provinces",2014,NA
"2014-0310-USA","Hurricane Iselle","United States of America","Northern America","Hawaii province",2014,84.948
"2014-0325-MEX","Hurricane Marie","Mexico","Latin America and the Caribbean","Oaxaca, Guerrero provinces",2014,18.019
"2014-0333-MEX","Hurricane Odile","Mexico","Latin America and the Caribbean","Cabo San Lucas city (Los Cabos area, La Paz district, Baja California Sur province)",2014,3217.735
"2014-0385-MEX","Tropical storm Dolly","Mexico","Latin America and the Caribbean","Tamaupilas, Veracruz provinces",2014,0.644
"2014-0386-MEX","Hurricane Norbert","Mexico","Latin America and the Caribbean","La Paz district (Bafa California Sur province), Manzanillo district (Colima province), Mazatlan district (Sinaloa province), Baja Peninsula, Chihuahua, Jalisco, Nayarit,",2014,32.177
"2014-0417-MEX","Tropical storm Trudy","Mexico","Latin America and the Caribbean","Tlacoachistlahuaca, Huamuxtitlan, Tlalixtaquilla, Malinaltepec districts (Guerrero province), Oaxaca province",2014,2.574
"2015-0375-DMA","Hurricane Erika","Dominica","Latin America and the Caribbean","Petite Savanne, Pichelin villages (St. Patrick province), Good Hope, Petite Soufriere villages (St. David province), Bath Estate village (St. George province), Dubique village (St. Andrew province), Campbell village (St. Paul province), Coulibistrie village (St. Joseph province)",2015,620.686
"2015-0375-DOM","Hurricane Erika","Dominican Republic","Latin America and the Caribbean","Azua, Baoruco, Barahona, Dajabon, Distrito Nacional, Duarte, El Seibo, Elias Pina, Espaillat, Hato Mayor, Independencia, La Altagracia, La Romana, La Vega, Maria Trinidad Sanches, Monsenor Nouel, Monte Cristi, Monte Plata, Pedernales, Peravia, Puerto Plata, Salcedo, Samana, San Cristobal, San José de Ocoa, San Juan, San Pedro de Macoris, Sanchez Ramirez, Santiago, Santiago Rodriguez, Santo Domingo, Valverde provinces",2015,NA
"2015-0375-HTI","Hurricane Erika","Haiti","Latin America and the Caribbean","Ganthier village (Croix-Des-Bouquets district, Sud province), Port-au-Prince district (Ouest province), Gonaïves district (Artibonite province)",2015,NA
"2015-0459-USA","Joaquin","United States of America","Northern America","South Carolina, North Carolina",2015,2571.138
"2015-0470-MEX","Hurricane Patricia","Mexico","Latin America and the Caribbean","Manzanillo district (Colima province), Coahuila, Nuevo leon, Tamaulipas provinces",2015,1058.023
"2015-0479-BHS","Hurricane 'Joaquin'","Bahamas","Latin America and the Caribbean","Exuma, Long Island, Mayaguana, Rum Cay, San Salvador, Samana Cay, Crooked Isl., Ragged Islands (Administrative unit not available)",2015,115.701
"2016-0284-BLZ","Tropical storm 'Earl'","Belize","Latin America and the Caribbean","San Pedro, Caye Caulker, Belize city, Ladyville, (Belize province), Orange Walk province, Belmopan (Cayo province)",2016,NA
"2016-0284-GTM","Tropical storm 'Earl'","Guatemala","Latin America and the Caribbean","Petén, Izabal provinces",2016,NA
"2016-0284-HND","Tropical storm 'Earl'","Honduras","Latin America and the Caribbean","Islas De Bahía, Colon, Gracias A Dios, Cortés",2016,NA
"2016-0284-MEX","Tropical storm 'Earl'","Mexico","Latin America and the Caribbean","Puebla, Veracruz provinces",2016,NA
"2016-0319-MEX","Hurricane Newton","Mexico","Latin America and the Caribbean","Cabo San Lucas city (La Paz district, Baja California Sur province), Oaxaca, Colima, Jalisco provinces",2016,63.478
"2016-0322-USA","Hurricane Hermine","United States of America","Northern America","Georgia, Florida, South Carolina, New York, New Jersey; Cedar Key, Florida, Aurora (North Carolina); Virginia Tidewater region",2016,761.731
"2016-0355-BHS","Hurricane 'Matthew'","Bahamas","Latin America and the Caribbean","New Providence, Nassau",2016,761.731
"2016-0355-CUB","Hurricane 'Matthew'","Cuba","Latin America and the Caribbean","Baracoa, Imias, Maisi, San Antonio del Sur districts (Guantanamo province)",2016,3300.836
"2016-0355-DOM","Hurricane 'Matthew'","Dominican Republic","Latin America and the Caribbean","Azua, San José de Ocoa, San Juan de la Maguana, Pedernales, Barahona, Independencia, Dajabon, Monte Cristi, Bahoruco, Elias Pina, San Cristobal, Peravia, Santiago Rodriguez, Puerto Plata, Valverde, Santo Domingo, Distrito Nacional, Monsenor Noel, Sanchez Ramirez, Monte Plata, La Vega",2016,NA
"2016-0355-HTI","Hurricane 'Matthew'","Haiti","Latin America and the Caribbean","Grand’Anse (Jérémie), South (Les Cayes, Les Anglais and Tiburon municipalities), Nippes, South East, West (Leogane, Port-au-Prince) and North West departments, Les Cayes",2016,2539.105
"2016-0355-JAM","Hurricane 'Matthew'","Jamaica","Latin America and the Caribbean","St. Thomas and Portland",2016,NA
"2016-0355-LCA","Hurricane 'Matthew'","Saint Lucia","Latin America and the Caribbean","Gros-Islet (Region Number 1 province), Castries, Bexon, Marc, (Region Number 8 province), Dennery (Region Number 3 province), Laborie, Vieux- Fort (Region Number 5 province), Micoud (Region Number 4 province), Choiseul (Region Number 6 province)",2016,NA
"2016-0355-USA","Hurricane 'Matthew'","United States of America","Northern America","Florida, Georgia, South Carolina, North Carolina, Virginia provinces",2016,12695.523
"2016-0355-VCT","Hurricane 'Matthew'","Saint Vincent and the Grenadines","Latin America and the Caribbean","Layou (Saint Andrew)",2016,NA
"2016-0433-CRI","Tropical storm Otto","Costa Rica","Latin America and the Caribbean","Upala, Bagaces, Osa, Golfito, Corredones",2016,NA
"2016-0433-NIC","Tropical storm Otto","Nicaragua","Latin America and the Caribbean","Costa Caribe Sur, Chontales, Zelaya Central, Río San Juan",2016,NA
"2016-0433-PAN","Tropical storm Otto","Panama","Latin America and the Caribbean","Veraguas, Chiriquí, Colón, Bocas del Toro, Panama Oeste (Capira district, Panama province); Panama, Panama Oeste",2016,NA
"2017-0168-MEX","Beatriz","Mexico","Latin America and the Caribbean","Sierra Madre del Sur, Sierra Madre de Chiapas Mountain ranges, Oaxaca State, San Francisco Ozolotepec, San Marcial Ozolotepec, San Pedro Quiatoni, San Carlos Yautepec, Jamiltepec, Juquila, and Pochutla, Tehuantepec in Istmo Region, Juchitan district, San Pablo Topiltepec",2017,NA
"2017-0334-MEX","Hurricane 'Franklin'","Mexico","Latin America and the Caribbean","Quintana Roo State (Yucatan Peninsula); Campeche, Tabasco and Chiapas, Lechuguillas (Veracruz state); Puebla, Hidalgo states",2017,2.486
"2017-0362-USA","Hurricane Harvey","United States of America","Northern America","Eastern Texas (Rockport, Corpus Chrsti, Port Lavaca, Cypress area of Houston, Houston metro area, Beaumont, Port Arthur, Angelina, Aransas, Atascosa, Austin, Bastrop, Bee, Bexar, Brazoria, Brazos, Burleson, Caldwell, Calhoun, Cameron, Chambers, Colorado, Comal, DeWitt, Fayette, Fort Bend, Galveston, Goliad, Gonzales, Grimes, Guadalupe, Hardin, Harris, Jackson, Jasper, Jefferson, Jim Wells, Karnes, Kerr, Kleberg, Lavaca, Lee, Leon, Liberty, Live Oak, Madison, Matagorda, Montgomery, Newton, Nueces, Orange, Polk, Refugio, Sabine, San Jacinto, San Patricio, Trinity, Tyler, Victoria, Walker, Waller, Washington, Wharton, Willacy, Wilson, San Augustine), Southwestern Louisiana (Acadia, Forrest, Iberia, Lafayette, Vernon, Beauregard, Calcasieu, Cameron (Hackberry), Jefferson Davis, Vermillion, Allen, Natchitoches, Rapides, Sabine)",2017,118091.963
"2017-0376-MEX","Tropical storm 'Lidia'","Mexico","Latin America and the Caribbean","Cabo San Lucas, San Jose del Cabo (Baja California Sur), Comondu, Mulege, La Paz, Los Cabos, Loreto",2017,NA
"2017-0381-AIA","Hurricane 'Irma'","Anguilla","Latin America and the Caribbean",NA,2017,248.615
"2017-0381-ATG","Hurricane 'Irma'","Antigua and Barbuda","Latin America and the Caribbean","Barbuda, St John and St George districts (Crosbies, Fort Road, Clare Hall, Grays Farm, Pigotts) (Antigua)",2017,310.768
"2017-0381-BHS","Hurricane 'Irma'","Bahamas","Latin America and the Caribbean","Inagua, Mayaguana, Crooked Island, Acklins, Long Cay, Ragged Island, San Salvador, Bimini",2017,2.486
"2017-0381-BLM","Hurricane 'Irma'","Saint Barthélemy","Latin America and the Caribbean",NA,2017,NA
"2017-0381-BRB","Hurricane 'Irma'","Barbados","Latin America and the Caribbean","St. David's Christ Church, Weston St. James, Cattlewash St Joseph",2017,NA
"2017-0381-CUB","Hurricane 'Irma'","Cuba","Latin America and the Caribbean","Habana del Este, Habana Vieja, Centro Habana, Plaza, Playa municipalities (Habana province); Sierra de Cúbitas, Florida, Nuevitas, Esmeralda municipalities (Camagüey province); Martí, Cárdenas, Matanzas, Los Arabos Unión de Reyes municipalities (Matanzas province); Jobabo, Manatí, Jesús Mendez, Puerto Padre municipalities (Las Tunas province); Gibara, Frank Paí, Banes, Mayarí, Rafael Freyre municipalities (Holguin province); Encrucijada Caibaríen, Sagüa la Grande, Santo Domingo, Santa Clara municipalities (Villa Clara province); Bolivia, Moron, Chambas, Venezuela municipalities (Ciego Avila province), Pinar del Rio, Matanzas, Artemisa, Mayabeque, Cienfuegos, Sancti Spiritus, Granma, Guantamo",2017,671.26
"2017-0381-DOM","Hurricane 'Irma'","Dominican Republic","Latin America and the Caribbean","Veron, Higuey (La Altagracia), Samaná (Galera), La Romana, Puerto Plata (Motellano, Sabaneta de yasica); San Cristobal, Peravia, San José de Ocoa, Azua, Santiago (Santiago), Valverde (Mao, Esperanza), Monte cristi (Montecristi), Dajabón, Espaillat (Gaspar Hernandez), Maria Trinidad Sanchez",2017,NA
"2017-0381-HTI","Hurricane 'Irma'","Haiti","Latin America and the Caribbean","Caracol (Trou du Nord), Feroer, Malfety (Fort Liberte), Ouanaminthe, Cap Haitien; Port de Paix, St. Louis de Nord, Anse-a-Foleur, Jean Rabel, Baie-de-Henne, Detipotpe, Ile de la Tortue, Bassin Blue, Chansolme, Mole St. Nicolas which were supported",2017,NA
"2017-0381-KNA","Hurricane 'Irma'","Saint Kitts and Nevis","Latin America and the Caribbean",NA,2017,24.861
"2017-0381-MAF","Hurricane 'Irma'","Saint Martin (French Part)","Latin America and the Caribbean",NA,2017,5096.601
"2017-0381-PRI","Hurricane 'Irma'","Puerto Rico","Latin America and the Caribbean","North. Culebra and Vieques Islands",2017,NA
"2017-0381-SXM","Hurricane 'Irma'","Sint Maarten (Dutch part)","Latin America and the Caribbean",NA,2017,3107.683
"2017-0381-TCA","Hurricane 'Irma'","Turks and Caicos Islands","Latin America and the Caribbean","South Caicos, Salt Cay, Grand Turks, Provo (Five keys)",2017,621.537
"2017-0381-USA","Hurricane 'Irma'","United States of America","Northern America","Keys islands, Monroe, South Florida, Jacksonville (Duval), Marco Island, Naples (Collier), Fort Lauderdale (Broward), Lakeland (Polk), Orlando (Orange), Clay (Florida), Savannah, Tybee Island (Chatham), Brunswick, St. Simons Island (Glynn), McIntosh, Camden (Georgia), Charleston, Folly Beach, the Isle of Palms, Sullivan’s Island (Charleston) Hilton Head, Beaufort, Edisto Beach (Colleton) (South Carolina)",2017,70855.178
"2017-0381-VGB","Hurricane 'Irma'","British Virgin Islands","Latin America and the Caribbean","Anagoda, Tortola, Necker Island (Virgin Gorda)",2017,3729.22
"2017-0381-VIR","Hurricane 'Irma'","United States Virgin Islands","Latin America and the Caribbean","St. John, St. Thomas, most of St. Croix",2017,NA
"2017-0383-DMA","Hurricane 'Maria'","Dominica","Latin America and the Caribbean","All island",2017,1809.915
